cp_id,reserve,amount,old_payment_date,new_payment_date,old_payment_method,new_payment_method,old_payment_key,new_payment_key,old_source,new_source,clear_payment_client,reason
2448,012607,168.0,2025-07-24,2016-07-29,bank_transfer,unknown,0013448,0013148,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
2782,007204,97.5,2025-07-24,2012-12-10,bank_transfer,unknown,0007500,0007205,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
2786,007206,0.01,2025-07-24,2012-12-10,bank_transfer,unknown,0007502,0007207,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
2788,007205,0.01,2025-07-24,2012-12-10,bank_transfer,unknown,0007501,0007206,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
2928,003314,100.0,2025-07-24,2010-02-16,bank_transfer,unknown,0002842,0002897,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
2929,006026,300.0,2025-07-24,2013-02-15,bank_transfer,unknown,0007650,0007559,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
3000,007159,250.0,2025-07-24,2012-12-05,bank_transfer,unknown,0007553,0007146,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
3040,005816,315.59,2025-07-24,2013-02-15,bank_transfer,unknown,0007649,0007559,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
3438,005970,300.0,2025-07-24,2013-02-15,bank_transfer,unknown,0007649,0007559,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
3793,007174,150.0,2025-07-24,2012-12-06,bank_transfer,unknown,0007558,0007152,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
3796,006332,207.9,2025-07-24,2012-12-06,bank_transfer,unknown,0007558,0007153,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4093,006995,573.75,2025-07-24,2012-12-08,bank_transfer,unknown,0007578,0007175,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4124,007464,102.45,2025-07-24,2013-02-16,bank_transfer,unknown,0007683,0007586,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4125,007187,231.0,2025-07-24,2012-12-07,bank_transfer,unknown,0007571,0007168,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4128,007185,925.0,2025-07-24,2012-12-07,bank_transfer,unknown,0007571,0007167,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4136,007383,263.0,2025-07-24,2013-02-15,bank_transfer,unknown,0007666,0007577,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4195,007176,234.0,2025-07-24,2012-12-06,bank_transfer,unknown,0007561,0007157,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4203,005746,231.0,2025-07-24,2012-01-19,bank_transfer,unknown,0005449,0005468,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4208,005766,75.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005449,0005467,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4239,007552,229.5,2025-07-24,2013-02-15,bank_transfer,unknown,0007657,0007568,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4379,006245,213.0,2025-07-24,2013-02-15,bank_transfer,unknown,0007644,0007557,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4447,006108,115.0,2025-07-24,2013-02-15,bank_transfer,unknown,0007643,0007556,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4557,006993,198.75,2025-07-24,2012-12-08,bank_transfer,unknown,0007580,0007177,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4562,005764,205.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005448,0005466,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4572,006992,292.5,2025-07-24,2012-12-08,bank_transfer,unknown,0007580,0007178,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4574,007156,341.24,2025-07-24,2012-12-09,bank_transfer,unknown,0007580,0007179,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4575,007155,373.77,2025-07-24,2012-12-09,bank_transfer,unknown,0007580,0007179,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4581,007152,285.0,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007180,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4582,006010,198.0,2025-07-24,2013-02-15,bank_transfer,unknown,0007652,0007563,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4584,007193,480.0,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007182,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4585,007193,404.53,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007181,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4589,007191,262.5,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007183,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4616,007192,469.53,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007184,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4617,007195,0.01,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007185,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4618,006713,625.0,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007186,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4619,007194,0.01,2025-07-24,2012-12-10,bank_transfer,unknown,0007580,0007187,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4625,007553,300.0,2025-07-24,2013-02-14,bank_transfer,unknown,0007638,0007551,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4639,006561,0.01,2025-07-24,2012-08-04,bank_transfer,unknown,0006490,0006384,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4640,006741,265.65,2025-07-24,2012-09-20,bank_transfer,unknown,0006694,0006645,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4809,007182,1547.0,2025-07-24,2012-12-08,bank_transfer,unknown,0007574,0007171,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4900,007186,175.0,2025-07-24,2012-12-07,bank_transfer,unknown,0007570,0007166,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4905,007181,660.0,2025-07-24,2012-12-08,bank_transfer,unknown,0007573,0007170,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4937,007188,231.0,2025-07-24,2012-12-07,bank_transfer,unknown,0007572,0007169,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4954,007196,600.0,2025-07-24,2012-12-10,bank_transfer,unknown,0007581,0007188,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4957,006110,472.5,2025-07-24,2013-02-15,bank_transfer,unknown,0007653,0007564,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4962,007180,275.0,2025-07-24,2012-12-07,bank_transfer,unknown,0007567,0007163,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
4993,007147,200.0,2025-07-24,2012-12-06,bank_transfer,unknown,0007565,0007161,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5031,007186,94.06,2025-07-24,2012-12-08,bank_transfer,unknown,0007575,0007172,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5041,007184,420.0,2025-07-24,2012-12-07,bank_transfer,unknown,0007569,0007165,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5086,007052,660.0,2025-07-24,2012-12-18,bank_transfer,unknown,0007542,0007243,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5151,007168,82.5,2025-07-24,2012-12-07,bank_transfer,unknown,0007566,0007162,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5199,006912,354.38,2025-07-24,2012-12-06,bank_transfer,unknown,0007559,0007153,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5259,005322,500.0,2025-07-24,2011-09-23,bank_transfer,unknown,0004833,0004963,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5348,005234,173.25,2025-07-24,2011-08-27,bank_transfer,unknown,0004914,0004866,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5400,007160,0.01,2025-07-24,2012-12-05,bank_transfer,unknown,0007554,0007147,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5404,005188,300.0,2025-07-24,2011-08-29,bank_transfer,unknown,0004916,0004868,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5408,005362,500.0,2025-07-24,2011-10-06,bank_transfer,unknown,0004981,0005016,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5443,005384,500.0,2025-07-24,2011-10-14,bank_transfer,unknown,0005009,0005048,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5444,005694,370.0,2025-07-24,2012-01-02,bank_transfer,unknown,0005027,0005378,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5446,005656,267.5,2025-07-24,2012-01-02,bank_transfer,unknown,0005026,0005377,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5457,005687,288.74,2025-07-24,2012-01-02,bank_transfer,unknown,0005024,0005375,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5462,005701,22.0,2025-07-24,2012-01-02,bank_transfer,unknown,0005034,0005385,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5496,005704,875.0,2025-07-24,2012-01-03,bank_transfer,unknown,0005056,0005407,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5503,006537,135.0,2025-07-24,2012-08-01,bank_transfer,unknown,0006473,0006367,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5508,005396,175.0,2025-07-24,2011-10-20,bank_transfer,unknown,0005079,0005063,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5516,007201,175.0,2025-07-24,2012-12-10,bank_transfer,unknown,0007583,0007190,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5535,005407,205.0,2025-07-24,2011-10-20,bank_transfer,unknown,0005085,0005068,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5554,005409,500.0,2025-07-24,2011-10-20,bank_transfer,unknown,0005087,0005070,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5568,005473,205.0,2025-07-24,2011-11-05,bank_transfer,unknown,0005159,0005142,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5600,005899,75.0,2025-07-24,2012-02-23,bank_transfer,unknown,0005695,0005606,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5614,005516,1287.0,2025-07-24,2011-11-17,bank_transfer,unknown,0005208,0005189,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5618,005446,205.0,2025-07-24,2011-10-27,bank_transfer,unknown,0005135,0005118,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5638,005720,345.0,2025-07-24,2012-01-23,bank_transfer,unknown,0005584,0005505,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5643,006779,75.0,2025-07-24,2012-12-06,bank_transfer,unknown,0007562,0007158,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5647,005264,68.25,2025-07-24,2011-09-06,bank_transfer,unknown,0005247,0004909,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5662,005730,205.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005417,0005443,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5663,005710,250.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005416,0005442,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5700,005272,500.0,2025-07-24,2011-10-24,bank_transfer,unknown,0005114,0005097,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5735,005696,220.0,2025-07-24,2012-01-23,bank_transfer,unknown,0005584,0005506,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5743,005725,119.99,2025-07-24,2012-01-09,bank_transfer,unknown,0005409,0005434,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5744,005698,99.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005410,0005435,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5745,005727,400.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005411,0005436,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5769,005724,261.0,2025-07-24,2012-01-11,bank_transfer,unknown,0005419,0005446,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5789,005729,75.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005412,0005438,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5790,005728,200.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005412,0005437,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5791,007619,380.24,2025-07-24,2013-03-07,bank_transfer,unknown,0008013,0007714,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5794,005735,205.0,2025-07-24,2012-01-11,bank_transfer,unknown,0005418,0005444,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5795,005265,68.25,2025-07-24,2011-09-06,bank_transfer,unknown,0005246,0004908,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5796,005737,500.0,2025-07-24,2012-01-11,bank_transfer,unknown,0005418,0005445,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5810,005322,1040.0,2025-07-24,2011-12-01,bank_transfer,unknown,0005485,0005250,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5824,005714,78.75,2025-07-24,2012-01-04,bank_transfer,unknown,0005400,0005426,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5830,005657,472.5,2025-07-24,2012-01-08,bank_transfer,unknown,0005404,0005430,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5831,005722,330.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005405,0005431,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5835,005717,173.25,2025-07-24,2012-01-04,bank_transfer,unknown,0005403,0005429,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5841,005723,250.0,2025-07-24,2012-01-09,bank_transfer,unknown,0005406,0005432,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5843,007199,150.0,2025-07-24,2012-12-10,bank_transfer,unknown,0007582,0007189,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5852,005713,78.75,2025-07-24,2012-01-04,bank_transfer,unknown,0005399,0005425,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5863,005675,205.0,2025-07-24,2011-12-27,bank_transfer,unknown,0005376,0005350,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5885,005677,150.0,2025-07-24,2011-12-27,bank_transfer,unknown,0005377,0005351,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5886,005713,152.25,2025-07-24,2012-01-18,bank_transfer,unknown,0005435,0005455,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5891,005761,75.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005442,0005461,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5893,005745,75.0,2025-07-24,2012-01-16,bank_transfer,unknown,0005429,0005452,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5894,005736,109.25,2025-07-24,2012-01-17,bank_transfer,unknown,0005433,0005454,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5896,005747,250.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005437,0005456,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5897,005745,156.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005438,0005457,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5901,005757,0.01,2025-07-24,2012-01-17,bank_transfer,unknown,0005430,0005453,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5902,005733,86.25,2025-07-24,2012-01-17,bank_transfer,unknown,0005434,0005454,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5903,005734,764.75,2025-07-24,2012-01-17,bank_transfer,unknown,0005432,0005454,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5904,006235,110.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005963,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5905,005732,388.13,2025-07-24,2012-01-17,bank_transfer,unknown,0005431,0005454,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5906,006236,0.01,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005964,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5907,006275,300.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005965,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5908,006275,314.25,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005966,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5909,005727,667.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005446,0005465,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5913,006276,334.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005967,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5914,006239,1340.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005968,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5915,005739,1071.24,2025-07-24,2012-01-19,bank_transfer,unknown,0005450,0005469,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5917,005717,609.99,2025-07-24,2012-01-09,bank_transfer,unknown,0005407,0005433,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5920,005789,157.5,2025-07-24,2012-01-24,bank_transfer,unknown,0005587,0005509,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5924,006243,772.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005969,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5926,005737,573.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005445,0005464,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5931,005712,250.0,2025-07-24,2012-01-18,bank_transfer,unknown,0005436,0005456,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5933,006277,428.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005970,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
5936,006234,235.0,2025-07-24,2012-06-04,bank_transfer,unknown,0005768,0005971,charter_reconciliation_report,lms_relink_batch4_same_reserve_unique_20260410,True,SAME_RESERVE_UNIQUE_AMOUNT_OCCURRENCE
