receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,banking_transaction_id,is_matched,receipt_source,classification_bucket,classification_reason
215376,2012-06-21,LIQUOR BARN,9.63,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215748,2012-06-22,LIQUOR DEPOT,150.59,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215377,2012-06-23,LIQUOR BARN,28.47,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215749,2012-06-29,LIQUOR DEPOT,121.51,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215750,2012-06-30,LIQUOR DEPOT,9.31,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215407,2012-07-05,LIQUOR BARN,112.50,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215408,2012-07-05,LIQUOR BARN,265.12,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215409,2012-07-05,LIQUOR BARN,93.14,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215410,2012-07-05,LIQUOR BARN,75.68,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215537,2012-07-05,LIQUOR BARN,30.06,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215527,2012-07-06,LIQUOR BARN,204.56,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215708,2012-07-06,VARCITY LIQUOR,34.30,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
214093,2012-07-07,COOP LIQUOR,26.92,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215532,2012-07-07,LIQUOR BARN,5.01,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215535,2012-07-10,LIQUOR BARN,10.63,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215650,2012-07-12,CAPRI LIQUOR STORE,13.99,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215684,2012-07-12,LIQUOR DEPOT,96.76,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215521,2012-07-13,LIQUOR BARN,27.97,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215729,2012-07-19,COOP LIQUOR,48.02,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215669,2012-07-20,UPTOWN LIQUOR STORE,12.50,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215705,2012-07-22,LIQUOR DEPOT,13.95,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215568,2012-07-23,LIQUOR BARN,16.70,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
214998,2012-07-28,VARCITY LIQUOR,35.22,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
